p,a1,a2,N1,N2,b1,b2,c1_id,c2_id,least_m_id,least_m_flip,shape4_id,shape5_id,shape4_flip,shape5_flip,fact22_id,fact23_id,fact33_id,fact22_flip,fact23_flip,fact33_flip,Jmax_conn_id,Jmax_conn_flip
3,0,-1,4,8,0.0,-0.333333,-1.527525,1.527525,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
3,0,0,4,10,0.0,0.0,-1.414214,1.414214,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
3,0,1,4,12,0.0,0.333333,-1.290994,1.290994,1,1,nonpositive,realized,nonpositive,realized,False,False,False,False,False,False,1.3805,1.3805
3,0,2,4,14,0.0,0.666667,-1.154701,1.154701,1,1,nonpositive,realized,nonpositive,realized,False,False,False,False,False,False,0.5534,0.5534
3,0,3,4,16,0.0,1.0,-1.0,1.0,1,1,nonpositive,realized,nonpositive,realized,False,False,False,False,False,False,0.4538,0.4538
3,0,4,4,18,0.0,1.333333,-0.816497,0.816497,1,1,nonpositive,realized,nonpositive,realized,False,True,True,False,True,True,0.8526,1.3593
3,0,5,4,20,0.0,1.666667,-0.57735,0.57735,1,1,nonpositive,realized,nonpositive,realized,False,True,True,False,True,True,1.0281,1.0281
3,1,-2,5,5,0.57735,-0.666667,-1.369637,1.946988,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
3,1,-1,5,7,0.57735,-0.333333,-1.265888,1.843238,,,nonpositive,lemma,nonpositive,nonpositive,False,False,False,False,False,False,,
3,1,0,5,9,0.57735,0.0,-1.154701,1.732051,,,nonpositive,lemma,nonpositive,nonpositive,False,False,False,False,False,False,,
3,1,1,5,11,0.57735,0.333333,-1.034201,1.611551,0,,realized,realized,nonpositive,nonpositive,False,False,False,False,False,False,0.8999,
3,1,2,5,13,0.57735,0.666667,-0.901563,1.478913,0,1,realized,realized,nonpositive,realized,False,True,True,False,False,False,0.7337,0.9736
3,1,3,5,15,0.57735,1.0,-0.752158,1.329508,0,1,realized,realized,nonpositive,realized,False,True,True,False,False,False,0.3356,1.1461
3,1,4,5,17,0.57735,1.333333,-0.57735,1.154701,0,1,realized,realized,nonpositive,realized,False,True,True,False,False,False,0.5944,1.7366
3,1,5,5,19,0.57735,1.666667,-0.356822,0.934172,0,1,realized,realized,nonpositive,realized,False,True,True,False,True,True,0.5777,1.2515
3,2,1,6,8,1.154701,0.333333,-0.836863,1.991564,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,1.4627,
3,2,2,6,10,1.154701,0.666667,-0.713644,1.868345,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,1.2855,
3,2,3,6,12,1.154701,1.0,-0.57735,1.732051,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.3662,
3,2,4,6,14,1.154701,1.333333,-0.42265,1.57735,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.3677,
3,2,5,6,16,1.154701,1.666667,-0.239146,1.393847,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.1309,
3,2,6,6,18,1.154701,2.0,-0.0,1.154701,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.4057,
3,2,7,6,20,1.154701,2.333333,0.57735,0.57735,0,2,realized,realized,nonpositive,nonpositive,True,True,True,False,False,True,0.6212,
3,3,5,7,11,1.732051,1.666667,-0.174808,1.906858,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.7036,
3,3,6,7,13,1.732051,2.0,-0.0,1.732051,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.373,
3,3,7,7,15,1.732051,2.333333,0.220528,1.511523,0,,realized,realized,nonpositive,nonpositive,True,True,True,False,False,False,0.3709,
3,4,8,8,10,2.309401,2.666667,0.338204,1.971197,0,,realized,realized,nonpositive,nonpositive,True,True,True,False,False,False,0.1982,
3,4,9,8,12,2.309401,3.0,0.57735,1.732051,0,,realized,realized,nonpositive,nonpositive,True,True,True,False,False,False,0.1961,
3,4,10,8,14,2.309401,3.333333,1.154701,1.154701,0,,realized,realized,nonpositive,nonpositive,True,True,True,False,False,False,0.2747,
5,-6,17,0,24,-2.683282,3.4,-1.974096,-0.709185,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.2968
5,-6,18,0,26,-2.683282,3.6,-1.788854,-0.894427,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.146
5,-6,19,0,28,-2.683282,3.8,-1.341641,-1.341641,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.1996
5,-5,13,1,27,-2.236068,2.6,-1.92426,-0.311808,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.3535
5,-5,14,1,29,-2.236068,2.8,-1.788854,-0.447214,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.1564
5,-5,15,1,31,-2.236068,3.0,-1.618034,-0.618034,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.1606
5,-4,8,2,26,-1.788854,1.6,-1.989872,0.201018,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.6902
5,-4,9,2,28,-1.788854,1.8,-1.894427,0.105573,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.3866
5,-4,10,2,30,-1.788854,2.0,-1.788854,-0.0,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.2395
5,-4,11,2,32,-1.788854,2.2,-1.669024,-0.119831,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.3809
5,-4,12,2,34,-1.788854,2.4,-1.526883,-0.261972,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.3601
5,-4,13,2,36,-1.788854,2.6,-1.341641,-0.447214,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.41
5,-4,14,2,38,-1.788854,2.8,-0.894427,-0.894427,2,0,nonpositive,nonpositive,realized,realized,False,False,True,True,True,True,,0.4024
5,-3,4,3,25,-1.341641,0.8,-1.955344,0.613703,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,1.1946
5,-3,5,3,27,-1.341641,1.0,-1.87498,0.533339,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.6203
5,-3,6,3,29,-1.341641,1.2,-1.788854,0.447214,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.5062
5,-3,7,3,31,-1.341641,1.4,-1.695515,0.353875,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.2243
5,-3,8,3,33,-1.341641,1.6,-1.592775,0.251134,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.223
5,-3,9,3,35,-1.341641,1.8,-1.477046,0.135405,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.1845
5,-3,10,3,37,-1.341641,2.0,-1.341641,-0.0,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.5465
5,-3,11,3,39,-1.341641,2.2,-1.17082,-0.17082,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.4128
5,-2,0,4,22,-0.894427,0.0,-1.930453,1.036026,,,nonpositive,nonpositive,nonpositive,lemma,False,False,False,False,False,False,,
5,-2,1,4,24,-0.894427,0.2,-1.861427,0.967,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,1.5462
5,-2,2,4,26,-0.894427,0.4,-1.788854,0.894427,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,1.2065
5,-2,3,4,28,-0.894427,0.6,-1.712125,0.817697,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.773
5,-2,4,4,30,-0.894427,0.8,-1.63043,0.736002,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.3304
5,-2,5,4,32,-0.894427,1.0,-1.542659,0.648232,1,0,nonpositive,realized,realized,realized,False,False,False,False,True,True,1.4476,0.4348
5,-2,6,4,34,-0.894427,1.2,-1.447214,0.552786,1,0,nonpositive,realized,realized,realized,False,False,False,False,True,True,2.0,0.2296
5,-2,7,4,36,-0.894427,1.4,-1.341641,0.447214,1,0,nonpositive,realized,realized,realized,False,False,False,False,True,True,1.8825,0.7569
5,-2,8,4,38,-0.894427,1.6,-1.22181,0.327383,1,0,nonpositive,realized,realized,realized,False,False,False,False,True,True,2.4766,0.31
5,-2,9,4,40,-0.894427,1.8,-1.079669,0.185242,1,0,nonpositive,realized,realized,realized,False,False,False,False,True,True,4.2314,0.4395
5,-2,10,4,42,-0.894427,2.0,-0.894427,-0.0,2,0,nonpositive,cap,realized,realized,False,False,True,False,True,True,,0.5588
5,-2,11,4,44,-0.894427,2.2,-0.447214,-0.447214,2,0,nonpositive,cap,realized,realized,False,False,True,True,True,True,,0.7489
5,-1,-5,5,15,-0.447214,-1.0,-1.970032,1.522818,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
5,-1,-4,5,17,-0.447214,-0.8,-1.911801,1.464588,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
5,-1,-3,5,19,-0.447214,-0.6,-1.851489,1.404275,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
5,-1,-2,5,21,-0.447214,-0.4,-1.788854,1.341641,,,nonpositive,nonpositive,nonpositive,lemma,False,False,False,False,False,False,,
5,-1,-1,5,23,-0.447214,-0.2,-1.723607,1.276393,,,nonpositive,nonpositive,nonpositive,lemma,False,False,False,False,False,False,,
5,-1,0,5,25,-0.447214,0.0,-1.655389,1.208175,,,nonpositive,nonpositive,nonpositive,lemma,False,False,False,False,False,False,,
5,-1,1,5,27,-0.447214,0.2,-1.583754,1.13654,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,False,False,,0.8033
5,-1,2,5,29,-0.447214,0.4,-1.50813,1.060916,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,False,False,,0.592
5,-1,3,5,31,-0.447214,0.6,-1.427766,0.980553,1,0,nonpositive,realized,realized,realized,False,False,False,False,True,True,1.0856,0.7774
5,-1,4,5,33,-0.447214,0.8,-1.341641,0.894427,1,0,nonpositive,realized,realized,realized,False,False,False,False,True,True,1.1606,0.5279
5,-1,5,5,35,-0.447214,1.0,-1.248302,0.801088,1,0,nonpositive,realized,realized,realized,False,False,False,False,True,True,0.7356,0.2783
5,-1,6,5,37,-0.447214,1.2,-1.145561,0.698348,1,0,nonpositive,realized,realized,realized,False,False,False,False,True,True,1.0887,0.8457
5,-1,7,5,39,-0.447214,1.4,-1.029833,0.582619,1,0,nonpositive,realized,realized,realized,False,False,False,False,True,True,1.033,0.5123
5,-1,8,5,41,-0.447214,1.6,-0.894427,0.447214,1,0,nonpositive,realized,realized,realized,False,True,True,False,True,True,0.968,0.4493
5,-1,9,5,43,-0.447214,1.8,-0.723607,0.276393,1,0,nonpositive,realized,realized,realized,False,True,True,False,True,True,1.6663,0.7493
5,0,-10,6,6,0.0,-2.0,-2.0,2.0,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
5,0,-7,6,12,0.0,-1.4,-1.843909,1.843909,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
5,0,-6,6,14,0.0,-1.2,-1.788854,1.788854,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
5,0,-5,6,16,0.0,-1.0,-1.732051,1.732051,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
5,0,-4,6,18,0.0,-0.8,-1.67332,1.67332,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
5,0,-3,6,20,0.0,-0.6,-1.612452,1.612452,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
5,0,-2,6,22,0.0,-0.4,-1.549193,1.549193,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
5,0,-1,6,24,0.0,-0.2,-1.48324,1.48324,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
5,0,0,6,26,0.0,0.0,-1.414214,1.414214,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
5,0,1,6,28,0.0,0.2,-1.341641,1.341641,1,1,nonpositive,realized,nonpositive,realized,False,False,False,False,False,False,2.8871,2.8871
5,0,2,6,30,0.0,0.4,-1.264911,1.264911,1,1,nonpositive,realized,nonpositive,realized,False,False,False,False,False,False,1.4239,1.4239
5,0,3,6,32,0.0,0.6,-1.183216,1.183216,1,1,nonpositive,realized,nonpositive,realized,False,False,False,False,False,False,0.553,0.553
5,0,4,6,34,0.0,0.8,-1.095445,1.095445,1,1,nonpositive,realized,nonpositive,realized,False,False,False,False,False,False,0.4489,0.4489
5,0,5,6,36,0.0,1.0,-1.0,1.0,1,1,nonpositive,realized,nonpositive,realized,False,False,False,False,False,False,0.4538,0.4538
5,0,6,6,38,0.0,1.2,-0.894427,0.894427,1,1,nonpositive,realized,nonpositive,realized,False,True,True,False,True,True,0.5772,0.5772
5,0,7,6,40,0.0,1.4,-0.774597,0.774597,1,1,nonpositive,realized,nonpositive,realized,False,True,True,False,True,True,0.729,0.729
5,0,8,6,42,0.0,1.6,-0.632456,0.632456,1,1,nonpositive,realized,nonpositive,realized,False,True,True,False,True,True,0.8557,0.8557
5,0,9,6,44,0.0,1.8,-0.447214,0.447214,1,1,nonpositive,realized,nonpositive,realized,False,True,True,False,True,True,0.9991,5.7237
5,0,10,6,46,0.0,2.0,-0.0,0.0,2,2,nonpositive,notfound,nonpositive,notfound,False,False,True,False,False,True,,
5,1,-5,7,15,0.447214,-1.0,-1.522818,1.970032,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
5,1,-4,7,17,0.447214,-0.8,-1.464588,1.911801,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
5,1,-3,7,19,0.447214,-0.6,-1.404275,1.851489,,,nonpositive,nonpositive,nonpositive,nonpositive,False,False,False,False,False,False,,
5,1,-2,7,21,0.447214,-0.4,-1.341641,1.788854,,,nonpositive,lemma,nonpositive,nonpositive,False,False,False,False,False,False,,
5,1,-1,7,23,0.447214,-0.2,-1.276393,1.723607,,,nonpositive,lemma,nonpositive,nonpositive,False,False,False,False,False,False,,
5,1,0,7,25,0.447214,0.0,-1.208175,1.655389,,,nonpositive,lemma,nonpositive,nonpositive,False,False,False,False,False,False,,
5,1,1,7,27,0.447214,0.2,-1.13654,1.583754,0,,realized,realized,nonpositive,nonpositive,False,False,False,False,False,False,0.8033,
5,1,2,7,29,0.447214,0.4,-1.060916,1.50813,0,,realized,realized,nonpositive,nonpositive,False,False,False,False,False,False,0.592,
5,1,3,7,31,0.447214,0.6,-0.980553,1.427766,0,1,realized,realized,nonpositive,realized,False,True,True,False,False,False,0.7774,1.0856
5,1,4,7,33,0.447214,0.8,-0.894427,1.341641,0,1,realized,realized,nonpositive,realized,False,True,True,False,False,False,0.5279,0.8477
5,1,5,7,35,0.447214,1.0,-0.801088,1.248302,0,1,realized,realized,nonpositive,realized,False,True,True,False,False,False,0.2783,0.7356
5,1,6,7,37,0.447214,1.2,-0.698348,1.145561,0,1,realized,realized,nonpositive,realized,False,True,True,False,False,False,0.4002,1.1141
5,1,7,7,39,0.447214,1.4,-0.582619,1.029833,0,1,realized,realized,nonpositive,realized,False,True,True,False,False,False,0.5123,1.2985
5,1,8,7,41,0.447214,1.6,-0.447214,0.894427,0,1,realized,realized,nonpositive,realized,False,True,True,False,True,True,0.9649,0.968
5,1,9,7,43,0.447214,1.8,-0.276393,0.723607,0,1,realized,realized,nonpositive,realized,False,True,True,False,True,True,0.7493,1.6663
5,2,0,8,22,0.894427,0.0,-1.036026,1.930453,,,nonpositive,lemma,nonpositive,nonpositive,False,False,False,False,False,False,,
5,2,1,8,24,0.894427,0.2,-0.967,1.861427,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,1.5462,
5,2,2,8,26,0.894427,0.4,-0.894427,1.788854,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,1.2065,
5,2,3,8,28,0.894427,0.6,-0.817697,1.712125,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.773,
5,2,4,8,30,0.894427,0.8,-0.736002,1.63043,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.3304,
5,2,5,8,32,0.894427,1.0,-0.648232,1.542659,0,1,realized,realized,nonpositive,realized,False,True,True,False,False,False,0.4348,1.4476
5,2,6,8,34,0.894427,1.2,-0.552786,1.447214,0,1,realized,realized,nonpositive,realized,False,True,True,False,False,False,0.2296,2.0
5,2,7,8,36,0.894427,1.4,-0.447214,1.341641,0,1,realized,realized,nonpositive,realized,False,True,True,False,False,False,0.7569,1.8825
5,2,8,8,38,0.894427,1.6,-0.327383,1.22181,0,1,realized,realized,nonpositive,realized,False,True,True,False,False,False,0.31,1.9976
5,2,9,8,40,0.894427,1.8,-0.185242,1.079669,0,1,realized,realized,nonpositive,realized,False,True,True,False,False,False,0.4272,4.2314
5,2,10,8,42,0.894427,2.0,-0.0,0.894427,0,2,realized,realized,nonpositive,cap,False,True,True,False,False,True,0.5588,
5,2,11,8,44,0.894427,2.2,0.447214,0.447214,0,2,realized,realized,nonpositive,cap,True,True,True,False,False,True,0.7489,
5,3,4,9,25,1.341641,0.8,-0.613703,1.955344,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,1.1946,
5,3,5,9,27,1.341641,1.0,-0.533339,1.87498,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.7525,
5,3,6,9,29,1.341641,1.2,-0.447214,1.788854,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.5062,
5,3,7,9,31,1.341641,1.4,-0.353875,1.695515,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.5171,
5,3,8,9,33,1.341641,1.6,-0.251134,1.592775,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.223,
5,3,9,9,35,1.341641,1.8,-0.135405,1.477046,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.1845,
5,3,10,9,37,1.341641,2.0,-0.0,1.341641,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.5293,
5,3,11,9,39,1.341641,2.2,0.17082,1.17082,0,,realized,realized,nonpositive,nonpositive,True,True,True,False,False,False,0.4128,
5,4,8,10,26,1.788854,1.6,-0.201018,1.989872,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.3867,
5,4,9,10,28,1.788854,1.8,-0.105573,1.894427,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.3866,
5,4,10,10,30,1.788854,2.0,-0.0,1.788854,0,,realized,realized,nonpositive,nonpositive,False,True,True,False,False,False,0.2395,
5,4,11,10,32,1.788854,2.2,0.119831,1.669024,0,,realized,realized,nonpositive,nonpositive,True,True,True,False,False,False,0.3224,
5,4,12,10,34,1.788854,2.4,0.261972,1.526883,0,,realized,realized,nonpositive,nonpositive,True,True,True,False,False,False,0.3601,
5,4,13,10,36,1.788854,2.6,0.447214,1.341641,0,,realized,realized,nonpositive,nonpositive,True,True,True,False,False,False,0.564,
5,4,14,10,38,1.788854,2.8,0.894427,0.894427,0,2,realized,realized,nonpositive,nonpositive,True,True,True,False,False,True,0.4024,
5,5,13,11,27,2.236068,2.6,0.311808,1.92426,0,,realized,realized,nonpositive,nonpositive,True,True,True,False,False,False,0.3535,
5,5,14,11,29,2.236068,2.8,0.447214,1.788854,0,,realized,realized,nonpositive,nonpositive,True,True,True,False,False,False,0.1564,
5,5,15,11,31,2.236068,3.0,0.618034,1.618034,0,,realized,realized,nonpositive,nonpositive,True,True,True,False,False,False,0.3084,
5,6,17,12,24,2.683282,3.4,0.709185,1.974096,0,,realized,realized,nonpositive,nonpositive,True,True,True,False,False,False,0.2968,
5,6,18,12,26,2.683282,3.6,0.894427,1.788854,0,,realized,realized,nonpositive,nonpositive,True,True,True,False,False,False,0.146,
5,6,19,12,28,2.683282,3.8,1.341641,1.341641,0,,realized,realized,nonpositive,nonpositive,True,True,True,False,False,False,0.1996,
7,-8,29,0,44,-3.023716,4.142857,-1.889822,-1.133893,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.1616
7,-8,30,0,46,-3.023716,4.285714,-1.511858,-1.511858,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.1399
7,-7,24,1,49,-2.645751,3.428571,-1.889822,-0.755929,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.1888
7,-7,25,1,51,-2.645751,3.571429,-1.745453,-0.900299,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.053
7,-6,18,2,50,-2.267787,2.571429,-1.979048,-0.288739,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.2288
7,-6,19,2,52,-2.267787,2.714286,-1.889822,-0.377964,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.2413
7,-6,20,2,54,-2.267787,2.857143,-1.788547,-0.47924,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.1269
7,-6,21,2,56,-2.267787,3.0,-1.668416,-0.599371,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.3809
7,-6,22,2,58,-2.267787,3.142857,-1.511858,-0.755929,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.3177
7,-6,23,2,60,-2.267787,3.285714,-1.133893,-1.133893,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.2837
7,-5,13,3,51,-1.889822,1.857143,-1.962612,0.072789,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.3437
7,-5,14,3,53,-1.889822,2.0,-1.889822,-0.0,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.4321
7,-5,15,3,55,-1.889822,2.142857,-1.810937,-0.078886,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.4101
7,-5,16,3,57,-1.889822,2.285714,-1.724105,-0.165717,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.2161
7,-5,17,3,59,-1.889822,2.428571,-1.626296,-0.263526,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.2556
7,-5,18,3,61,-1.889822,2.571429,-1.511858,-0.377964,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.3178
7,-5,19,3,63,-1.889822,2.714286,-1.367488,-0.522334,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.2259
7,-4,8,4,50,-1.511858,1.142857,-1.951158,0.4393,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.6576
7,-4,9,4,52,-1.511858,1.285714,-1.889822,0.377964,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.7319
7,-4,10,4,54,-1.511858,1.428571,-1.824974,0.313116,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.4945
7,-4,11,4,56,-1.511858,1.571429,-1.755929,0.244071,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.303
7,-4,12,4,58,-1.511858,1.714286,-1.681749,0.169891,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.285
7,-4,13,4,60,-1.511858,1.857143,-1.601083,0.089225,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.2035
7,-4,14,4,62,-1.511858,2.0,-1.511858,-0.0,,0,nonpositive,nonpositive,realized,realized,False,False,False,False,True,True,,0.1327
7,-4,15,4,64,-1.511858,2.142857,-1.410583,-0.101275,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.1968
7,-4,16,4,66,-1.511858,2.285714,-1.290451,-0.221406,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.2536
7,-4,17,4,68,-1.511858,2.428571,-1.133893,-0.377964,,0,nonpositive,nonpositive,realized,realized,False,False,False,True,True,True,,0.4724
7,-4,18,4,70,-1.511858,2.571429,-0.755929,-0.755929,2,0,nonpositive,nonpositive,realized,realized,False,False,True,True,True,True,,0.4865
