t,delta,L,is_record_point_C1_1,is_record_point_C1_zeta,Lstar_C1_1,Lstar_C1_zeta,L_ann,inside_hypotheses,inside_hypotheses_zeta_C1,reflection_ok,deltaL,deltaL_ge_25,n_zeros_used,U_row,U_kopt,k_opt,tail_bound_at_U_row,tail_le_1e_10,U_contract_k3,c_deltaL,main_term,N_Z,W_Zprime,W_Z,W_Zrep,near_gamma,near_term,W_Zdouble_minus_Zprime_bound_log10,clause6_bound,sep_over_clause6,W_Z_negative,bal3,clause4_bound_C1_1,clause4_over_N,clause4_asserted,density_model,N_over_model,E_minus_bound_log10,E_minus_est_log10,E_minus_over_main_bound_log10,log10_exp_minus_L,E_minus_direct,refl_online_bound_log10,refl_online_est_log10,N_Z_center_mean,N_Z_center_median,N_Z_center_min,N_Z_center_max,center_mean_over_model
1000000.0,0.05,4.0,False,False,917.8981507961095,2645.7969167401343,12.590423251015308,False,False,True,0.2,False,1133,297.2197569201164,148.6098784600582,10,6.796774509373568e-16,True,21013.021391766197,1.0007907889709289,-0.0050079110164452725,3.4586360804725427,3.4586360804725427,3.4536281694560973,3.4120903883594673,999999.7934171272,0.04153778109662978,-330.65390215929415,0.0027629272951891198,1.8125381095496709,False,False,15.024724373300137,4.344118324020767,False,3.110809513619149,1.1118122357960545,-330.56704326291344,-1732.6341286912436,-328.2666998663806,-1.737177927613007,,-327.9004466553251,-1729.9614262461143,3.0384863655543217,3.0199495232560682,2.419457665198227,3.570463862106259,0.976751020032504
1000000.0,0.05,6.0,False,False,917.8981507961095,2645.7969167401343,12.590423251015308,False,False,True,0.30000000000000004,False,1133,297.2197569201164,92.40417312967305,9,1.9527466445388426e-18,True,9339.712659806475,1.001779896358129,-0.00501781480373652,0.9669033815702424,0.9669033815702424,0.9618855667665058,0.9217346531780231,999999.7934171272,0.04015091358848283,-409.41286576253225,0.002904585606820708,1.7275492903199032,False,False,6.677733545010847,6.9063090193833725,False,0.9217213373686368,1.0490192017585194,-409.28257741796125,-2123.2766660573293,-406.98309204640265,-2.6057668914195107,,-406.65928093329234,-2120.644222876642,0.8948740620349005,0.8946883314042826,0.6402182609186353,1.2294231673729954,0.9708726767567507
1000000.0,0.05,8.0,False,False,917.8981507961095,2645.7969167401343,12.590423251015308,False,False,True,0.4,False,1133,297.2197569201164,66.01213812507052,9,1.1009148520313157e-20,True,5254.046390857549,1.0031658068972553,-0.005031708180639108,0.4719157671541557,0.4719157671541557,0.4668840589735166,0.4286083920013262,999999.7934171272,0.03827566697219035,-475.83306305805667,0.0030535068954004253,1.647845691201319,False,False,3.756269137684068,7.959617794370171,False,0.38885118920239364,1.2136153373277396,-475.6593452652953,-2452.5614726608537,-473.36106071108446,-3.474355855226014,,-473.0793487182321,-2449.9692974750537,0.387377707832337,0.39496067469606166,0.2247904889639633,0.5752651845183444,0.9962106805611703
1000000.0,0.05,10.0,False,False,917.8981507961095,2645.7969167401343,12.590423251015308,False,False,True,0.5,False,1133,297.2197569201164,50.9745729050632,9,1.9832551241000366e-22,True,3362.9628205388326,1.004949682300694,-0.00504961931978133,0.25129928436203747,0.25129928436203747,0.24624966504225615,0.21027516340249353,999999.7934171272,0.03597450163976262,-534.3635019800977,0.0032100635417193542,1.5730589921832776,False,False,2.404040415471195,9.566443539917861,False,0.19909180887162556,1.2622281438212022,-534.1463547391461,-2742.6422988607815,-531.8496133779479,-4.3429448190325175,,-531.6096580168659,-2740.0904004821746,0.20179486229255075,0.19976630349225466,0.08961816484356515,0.30891417241274105,1.0135769192928883
1000000.0,0.05,12.0,False,False,917.8981507961095,2645.7969167401343,12.590423251015308,False,False,True,0.6000000000000001,False,1133,297.2197569201164,41.35079413368334,9,7.449399128819847e-24,True,2335.7055199313027,1.0071330183655594,-0.005071584583410612,0.09748166744169315,0.09748166744169315,0.09241008285828253,0.059087677368260816,999999.7934171272,0.03332240549002171,-587.287442695095,0.0033746470189400086,1.502848906847632,False,False,1.6694920682399692,17.12621574962846,False,0.1152151671710796,0.8460836349518592,-587.026866005953,-3004.878597580492,-584.7320096789574,-5.211533782839021,,-584.5334690328152,-3002.3669848279565,0.11794641902373633,0.11899986883777643,0.02318566592690755,0.1883686978959824,1.0237056623682295
1000000.0,0.05,14.0,False,False,917.8981507961095,2645.7969167401343,12.590423251015308,False,False,True,0.7000000000000001,False,1133,297.2197569201164,34.7052665333238,9,4.646052545248913e-25,True,1716.3005482838264,1.0097176466026059,-0.005097648629303526,0.05662328371234993,0.05662328371234993,0.0515256350830464,0.021122287848698892,999999.7934171272,0.030403347234347514,-635.9618633209601,0.0035476688714831442,1.4369009098564474,False,False,1.2265799676032452,21.662112953998808,False,0.07255532393280814,0.7804152837190484,-635.6578571836278,-3246.0174684007384,-633.3652270807451,-6.080122746645525,,-633.2077599060805,-3243.546150067988,0.07471082872905302,0.07549631825621517,0.018222858853693857,0.13555672962109788,1.029708430469431
1000000.0,0.05,16.0,False,False,917.8981507961095,2645.7969167401343,12.590423251015308,False,False,True,0.8,False,1133,297.2197569201164,29.862988485398667,9,4.1998536542713215e-26,True,1314.2821087286106,1.0127057362312821,-0.005127864540978717,0.03948768290132022,0.03948768290132022,0.03435981836034151,0.0070534233799546325,999999.7934171272,0.027306394980386874,-681.2712071459881,0.003729561744103177,1.37492415806935,False,False,0.9391112852277678,23.7823851952673,False,0.048606398650299205,0.8123968036680937,-680.9237715604655,-3470.454569602101,-678.6337081046903,-6.948711710452028,,-678.5169739393494,-3468.023554441911,0.04991226843029934,0.05080240650749241,0.0109185334735873,0.09984684609961354,1.0268662113684923
1000000.0,0.05,18.0,False,False,917.8981507961095,2645.7969167401343,12.590423251015308,False,False,True,0.9,False,1133,297.2197569201164,26.108353981206605,8,7.182701796367035e-25,True,1038.659049329829,1.0160997965434215,-0.005162293982677914,0.031094121964931984,0.031094121964931984,0.02593182798225407,0.0018101053141936522,999999.7934171272,0.024121722668060418,-723.8299715603009,0.003920780463725423,1.3166495881212479,False,False,0.7420225429966677,23.863756109065317,False,0.03413782730994951,0.9108406836386322,-723.4391065265879,-3681.242891939819,-721.1519492597325,-7.817300674258532,,-721.0756085327413,-3678.8521886553717,0.03487591617851471,0.035437589979242144,0.003446568911757861,0.06598128191392855,1.0216208507314724
1000000.0,0.05,20.0,False,False,917.8981507961095,2645.7969167401343,12.590423251015308,False,False,True,1.0,False,1133,297.2197569201164,23.17634672653864,8,1.3309847251041043e-25,True,841.5071097718117,1.0199026796385429,-0.005201007379669402,0.029171667318688647,0.029171667318688647,0.023970659939019243,0.003033932371674498,999999.7934171272,0.020936727567344746,-764.0856633104479,0.004121803176750321,1.2618281748644626,False,False,0.6010452959705472,20.60373476100529,False,0.024886476108953195,1.1721895535139186,-763.6513688285446,-3880.6051556541106,-761.3674562985369,-8.685889638065035,,-761.3311704400834,-3878.2547728939635,0.02478469170160266,0.0256272483260483,0.003996282603491744,0.05220399296141248,0.995910051430949
1000000.0,0.05,22.0,False,False,917.8981507961095,2645.7969167401343,12.590423251015308,False,False,True,1.1,False,1133,297.2197569201164,20.83243976062077,8,2.89664445846174e-26,True,695.6366851491287,1.024117583534192,-0.005244084124519565,0.02517433962041808,0.02517433962041808,0.019930255495898514,0.002097787248547113,999999.7934171272,0.0178324682473514,-802.3761734881213,0.004333132544668489,1.2102293365043533,False,False,0.4967374636164285,19.731896490883166,False,0.01869757784294004,1.3463957648355815,-801.8984495580277,-4070.219244725492,-799.6181192079644,-9.554478601871539,,-799.6215507585626,-4067.9091910805646,0.018350725256265972,0.01837363471991297,0.0015210639309757672,0.03968787911016448,0.9814493305182288
