t,delta,L,is_record_point_C1_1,is_record_point_C1_zeta,Lstar_C1_1,Lstar_C1_zeta,L_ann,inside_hypotheses,inside_hypotheses_zeta_C1,reflection_ok,deltaL,deltaL_ge_25,n_zeros_used,U_row,U_kopt,k_opt,tail_bound_at_U_row,tail_le_1e_10,U_contract_k3,c_deltaL,main_term,N_Z,W_Zprime,W_Z,W_Zrep,near_gamma,near_term,W_Zdouble_minus_Zprime_bound_log10,clause6_bound,sep_over_clause6,W_Z_negative,bal3,clause4_bound_C1_1,clause4_over_N,clause4_asserted,density_model,N_over_model,E_minus_bound_log10,E_minus_est_log10,E_minus_over_main_bound_log10,log10_exp_minus_L,E_minus_direct,refl_online_bound_log10,refl_online_est_log10,N_Z_center_mean,N_Z_center_median,N_Z_center_min,N_Z_center_max,center_mean_over_model
10000.0,0.05,4.0,False,False,885.4635301093854,2613.3622960534103,8.174578220691387,False,False,True,0.2,False,681,290.3444806961711,145.17224034808555,9,2.7492084472105518e-15,True,18377.960810472385,1.0007907889709289,-0.0050079110164452725,1.9384066681627168,1.9384066681627168,1.9333987571462714,1.9291402522745127,10000.065345414536,0.004258504871758608,-20.5207522745503,0.0027629272951891198,1.8125381095496709,False,False,10.051342651622544,5.18536322470946,False,1.9147629626449756,1.0123481109562933,-20.433893378166935,-170.1739938395347,-18.133549981634058,-1.737177927613007,,-17.969637687992364,-167.24216312572122,1.8879465654702468,1.9021739581255688,1.1459192268841873,2.4877095298297114,0.9859949259005482
10000.0,0.05,6.0,False,False,885.4635301093854,2613.3622960534103,8.174578220691387,False,False,True,0.30000000000000004,False,681,290.3444806961711,90.02337640968167,9,1.8633554426815644e-18,True,8173.120044925021,1.001779896358129,-0.00501781480373652,0.6945973723535687,0.6945973723535687,0.6895795575498321,0.6853354133043202,10000.065345414536,0.004244144245511937,-28.245632774205905,0.002904585606820708,1.7275492903199032,False,False,4.474785889005332,6.44227298736101,False,0.5673371741170298,1.2243114042978043,-28.115344429632216,-209.4368842724971,-25.815859058073638,-2.6057668914195107,,-25.68365885758735,-206.352420719954,0.5589890325468179,0.5773093854091003,0.19678049707692155,0.8731132126761281,0.985285396496
10000.0,0.05,8.0,False,False,885.4635301093854,2613.3622960534103,8.174578220691387,False,False,True,0.4,False,681,290.3444806961711,64.33320047091996,9,1.0522447055541555e-20,True,4600.35252817267,1.0031658068972553,-0.005031708180639108,0.2248048814296186,0.2248048814296186,0.2197731732489795,0.21554906446530195,10000.065345414536,0.004224108783677549,-34.77968976780187,0.0030535068954004253,1.647845691201319,False,False,2.5212336136976328,11.21520848508343,False,0.23934537033062195,0.939248923507826,-34.60597197503785,-242.49494572389943,-32.30768742082698,-3.474355855226014,,-32.20675199291217,-239.27716266000556,0.23696926580341393,0.2371973200523068,0.043767419653219855,0.4126724079076516,0.9900724859481269
10000.0,0.05,10.0,False,False,885.4635301093854,2613.3622960534103,8.174578220691387,False,False,True,0.5,False,681,290.3444806961711,49.69518055643452,9,1.898640827291106e-22,True,2946.181784773168,1.004949682300694,-0.00504961931978133,0.08323572482769388,0.08323572482769388,0.07818610550791255,0.07398763801962414,10000.065345414536,0.0041984674882884114,-40.54858699929346,0.0032100635417193542,1.5730589921832776,False,False,1.6162158553698989,19.417333827699878,False,0.12254482960927844,0.6792267376198768,-40.33143975833912,-271.5947703580818,-38.03469839714095,-4.3429448190325175,,-37.964658119637065,-268.25810724001195,0.12163561260821859,0.12426935854889716,0.02653620154519394,0.2621939250189583,0.9925805355969828
10000.0,0.05,12.0,False,False,885.4635301093854,2613.3622960534103,8.174578220691387,False,False,True,0.6000000000000001,False,681,290.3444806961711,40.32686647703426,9,7.142908108428182e-24,True,2047.3559215253345,1.0071330183655594,-0.005071584583410612,0.04173149563014672,0.04173149563014672,0.036659911046736104,0.032492602557501,10000.065345414536,0.004167308489235102,-45.77199299578823,0.0033746470189400086,1.502848906847632,False,False,1.1241688506208514,26.93813949502339,False,0.07091714676462872,0.5884542389818918,-45.51141630664357,-297.8862084088459,-43.21655997964793,-5.211533782839021,,-43.1770844452496,-294.4419739273951,0.07084356534820173,0.07457194067836807,0.009896296356032544,0.1479294344056517,0.9989624312344205
10000.0,0.05,14.0,False,False,885.4635301093854,2613.3622960534103,8.174578220691387,False,False,True,0.7000000000000001,False,681,290.3444806961711,33.857575940138545,9,4.4618633231453305e-25,True,1505.2339891306533,1.0097176466026059,-0.005097648629303526,0.017767234766577832,0.017767234766577832,0.012669586137274307,0.008538847528357176,10000.065345414536,0.00413073860891713,-50.58095531899762,0.0035476688714831442,1.4369009098564474,False,False,0.8272206764092004,46.55877446755505,False,0.04465919446402276,0.39784046666786693,-50.27694918166262,-322.0513871535005,-47.98431907877986,-6.080122746645525,,-47.975100608339694,-318.5087468070177,0.044932857112410865,0.04734898301354016,0.002900127426426476,0.09972940837950878,1.0061278008184533
10000.0,0.05,16.0,False,False,885.4635301093854,2613.3622960534103,8.174578220691387,False,False,True,0.8,False,681,290.3444806961711,29.040572505665114,8,4.3386549547063174e-24,True,1153.2737497759147,1.0127057362312821,-0.005127864540978717,0.010704241751363025,0.010704241751363025,0.0055763772103843085,0.0014874943748230153,10000.065345414536,0.004088882835561293,-55.06112830594328,0.003729561744103177,1.37492415806935,False,False,0.6343223018819825,59.25896636267683,False,0.029918171291327744,0.35778395835529625,-54.71369272041796,-344.5342998986854,-52.42362926464275,-6.948711710452028,,-52.444374530217324,-340.9008786532244,0.031025707182929036,0.031772157184185905,0.0017858301953728943,0.06926268083713964,1.037018836506305
10000.0,0.05,18.0,False,False,885.4635301093854,2613.3622960534103,8.174578220691387,False,False,True,0.9,False,681,290.3444806961711,25.394288816291038,8,6.600497288671921e-25,True,911.9011655255248,1.0160997965434215,-0.005162293982677914,0.009726367294515887,0.009726367294515887,0.004564073311837973,0.0005221896034430266,10000.065345414536,0.0040418837083949465,-59.27215491488038,0.003920780463725423,1.3166495881212479,False,False,0.5019573747374791,51.60789835897958,False,0.02101248793026036,0.46288508656363425,-58.88128988116474,-365.6431015343899,-56.5941326143093,-7.817300674258532,,-56.64455790535287,-361.92537392401,0.022212507470825534,0.021711274135008566,0.0006621556199582695,0.057284274059958444,1.0571098265254448
10000.0,0.05,20.0,False,False,885.4635301093854,2613.3622960534103,8.174578220691387,False,False,True,1.0,False,681,290.3444806961711,22.551478022225815,8,1.2249220016611886e-25,True,739.1990564652592,1.0199026796385429,-0.005201007379669402,0.009080464332749805,0.009080464332749805,0.0038794569530804027,-0.00011044366530861289,10000.065345414536,0.0039899006183890156,-63.25754817947206,0.004121803176750321,1.2618281748644626,False,False,0.4071959834283802,44.843079440307704,False,0.015318103701159805,0.5927929794640495,-62.82325369756611,-385.6020140147047,-60.53934116755848,-8.685889638065035,,-60.61916951812826,-381.80556883101383,0.016413593151347196,0.015610404834224443,0.0004582508250139298,0.04636351648245818,1.0715159964679208
10000.0,0.05,22.0,False,False,885.4635301093854,2613.3622960534103,8.174578220691387,False,False,True,1.1,False,681,290.3444806961711,20.278795562471643,8,2.6697286685201824e-26,True,611.3823958235871,1.024117583534192,-0.005244084124519565,0.008163897592064118,0.008163897592064118,0.002919813467544553,-0.0010132955612420615,10000.065345414536,0.003933109028786614,-67.05021207802018,0.004333132544668489,1.2102293365043533,False,False,0.33702317640066676,41.28214159965418,False,0.0115087180324266,0.7093663750438387,-66.57248814792389,-404.5802165434351,-64.29215779786063,-9.554478601871539,,-64.4011171549916,-400.70994343724675,0.012341020682810356,0.012045167759406984,0.0010475863897563076,0.037342745705402886,1.0723193189752922
